Company_Name,Description,Website,Logo_URL
Orion,AI-enabled mattress cover.,https://startups.gallery/companies/orion-sleep,https://framerusercontent.com/images/SLNR6xb4UbswK1Prg7PDWYhed0.webp?width=2480&height=1395
BuildForever,Building Extra.,https://startups.gallery/companies/buildforever,https://framerusercontent.com/images/ECxSlvZLh0AMRuv4iMwNj69Uk.png?width=1024&height=564
Wonder Studios,AI-native film studio.,https://startups.gallery/companies/wonder-studios,https://framerusercontent.com/images/zcary87JcoRBL9hzIP3aIHZ6mk.jpg?width=1600&height=840
Runlayer,Safer way to connect MCPs.,https://startups.gallery/companies/runlayer,https://framerusercontent.com/images/nMbFQw2kuvTcyAKTGAr35AZ9Pk.jpg?width=1200&height=630
Mantle,Intelligent equity management.,https://startups.gallery/companies/mantle,https://framerusercontent.com/images/eGkaq0D5L8cVpkpLlrL4uXglUQ.jpg?width=1280&height=720
Ethos,"Find experts, fast.",https://startups.gallery/companies/ethos,https://framerusercontent.com/images/EhvGuUJ6KipeMxW2cIpUVv1c7P4.jpeg?width=1200&height=630
Dedalus Labs,"Multi-modal, multi-tool agents in minutes.",https://startups.gallery/companies/dedalus-labs,https://framerusercontent.com/images/SpjSo4lwstxoekHMG7Tecgere4.webp?width=2000&height=2000
Medusa,Building blocks for digital commerce.,https://startups.gallery/companies/medusa,https://framerusercontent.com/images/4xKnVOt9wnmURXGuhPckGSvYYyI.png?width=1472&height=1002
mymind,Remember everything. Organize nothing.,https://startups.gallery/companies/mymind,https://framerusercontent.com/images/WQldGO8VvHY2WuWjDKf94FJ8m5E.jpeg?width=1500&height=500
World Labs,3D worlds without limits.,https://startups.gallery/companies/world-labs,https://framerusercontent.com/images/5yizKMGPYQjsyIxnH0JkwAm9jSg.jpeg?width=1500&height=500
Airloom,The next era of wind power.,https://startups.gallery/companies/airloom,https://framerusercontent.com/images/iLgiAdbawBaXEaCaR787UX51dC8.webp?width=600&height=331
Onton,Find the perfect product.,https://startups.gallery/companies/onton,https://framerusercontent.com/images/PKTLhtVBGk4Bf2aJyt5ji5PEGk.png?width=1440&height=810
Terranova,Terraforming robots.,https://startups.gallery/companies/terranova,https://framerusercontent.com/images/742cYxOBSDADKCS72zLQccTLHes.jpg?width=1920&height=1080
Ando,Work messaging reimagined.,https://startups.gallery/companies/ando,https://framerusercontent.com/images/TB2RJY1wajpwmlk4OHoavURbg.jpeg?width=1200&height=675
Fastino,Task-specific Language Models.,https://startups.gallery/companies/fastino,https://framerusercontent.com/images/1RZ1zt2X3ixYmdCla5MJeJSi7w.jpeg?width=902&height=640
Highscore,Play any PC game on any device.,https://startups.gallery/companies/highscore,https://framerusercontent.com/images/iMdnO14jM4izhe945UIg6KDAE.png?width=1200&height=630
Slingshot AI,The first AI for therapy.,https://startups.gallery/companies/slingshot-ai,https://framerusercontent.com/images/7zXGsLNmiHxSniG7SUR0RtVxw.jpeg?width=1500&height=500
Fauna Robotics,"Robots that live, work, and play by our sides.",https://startups.gallery/companies/fauna-robotics,https://framerusercontent.com/images/gNoX7G8jFwqd2hDGnmvlIp4hbGU.jpg?width=1200&height=630
Loonen,Perfectly pure water.,https://startups.gallery/companies/loonen,https://framerusercontent.com/images/pSEl2mJpkkiEGmHVQdX8JV0W5zw.webp?width=1200&height=628
Tera AI,Superhuman‍ spatial reasoning for autonomy.,https://startups.gallery/companies/tera-ai,https://framerusercontent.com/images/jRcOXw6xA1LWHdFm37eH1o9GhwE.png?width=1200&height=630
Subtle Computing,Voice isolation tech.,https://startups.gallery/companies/subtle-computing,https://framerusercontent.com/images/3t3DtWIjmxZzS9HCD1LeGay9wTc.jpeg?width=1200&height=630
Chroma,Retrieval for AI.,https://startups.gallery/companies/chroma,https://framerusercontent.com/images/ey7t5m949B4S6Kkm2Ffr2umbJV0.jpeg?width=1500&height=500
Legend,Your gateway to decentralized finance.,https://startups.gallery/companies/legend-xyz,https://framerusercontent.com/images/8Sm2PAU3PTA8GCA1evKALbacuE.jpeg?width=1500&height=500
Inception,Pioneering a new generation of LLMs.,https://startups.gallery/companies/inception,https://framerusercontent.com/images/Qi2vSYPgMjI4vx4bUqU2Eqi3VI.webp?width=1200&height=630
Parable,The system of record for time.,https://startups.gallery/companies/parable,https://framerusercontent.com/images/N0HDs5tEEL3Gk0sH4iiZb8jM.png?width=1280&height=720
Normal,Rethinking semiconductors from the ground up.,https://startups.gallery/companies/normal,https://framerusercontent.com/images/zkP7UkK0148N7OcPRoEDSOYWilE.jpg?width=1737&height=871
MeritFirst,Rebuilding America's meritocratic infrastructure.,https://startups.gallery/companies/meritfirst,https://framerusercontent.com/images/pYGhHo5WEPNl8H8dNfeMCSC1zuw.jpeg?width=1280&height=665
Letta,Stateful agents that remember and learn.,https://startups.gallery/companies/letta,https://framerusercontent.com/images/FsMpfktOX5N65E4Lqm4grDnANw.jpg?width=1200&height=630
Yutori,AI agents for everyday life.,https://startups.gallery/companies/yutori,https://framerusercontent.com/images/c0Jq8e5ECf5nrYy7Qolj4nnyHM.png?width=1200&height=630
The Mobile-First Company,Mobile-first tools for small teams.,https://startups.gallery/companies/the-mobile-first-company,https://framerusercontent.com/images/ZMSCYaHsUTs4ctKRQ6QKAAULA.png?width=1200&height=630
Catalyx Space,Providing AWS for in-space infrastructure.,https://startups.gallery/companies/catalyx-space,https://framerusercontent.com/images/FlhfSvRi7fgxVo6gi42PXHbeRNs.png?width=1758&height=810
Board,The first face-to-face game console.,https://startups.gallery/companies/board,https://framerusercontent.com/images/etID7WSZrPTlhOp7xmPKCZqX6c.png?width=2000&height=1333
Rerun,The multimodal data stack.,https://startups.gallery/companies/rerun,https://framerusercontent.com/images/6hICWdVDHXktLs7ovi1Izawjs.png?width=1128&height=604
Throne,Continuous bathroom biomarkers.,https://startups.gallery/companies/throne,https://framerusercontent.com/images/TpjvGpafSZKKvHlECEBK65z3U.png?width=1200&height=800
Extropic,Merging AI with the physics of the world.,https://startups.gallery/companies/extropic,https://framerusercontent.com/images/kjjUv2R7yzH3qNnV67a36V6rWU.jpeg?width=1500&height=500
Vesence,AI agents in Microsoft Office.,https://startups.gallery/companies/vesence,https://framerusercontent.com/images/CAR2y5wlAMx0WQaAvylfvAvSMss.jpg?width=1200&height=630
Arcade AI,AI tool-calling platform.,https://startups.gallery/companies/arcade-dev,https://framerusercontent.com/images/NOrFBamwEYN8yERYhl9RYr11qY.png?width=2400&height=1256
Generation Lab,Reversing human biological age.,https://startups.gallery/companies/generation-lab,https://framerusercontent.com/images/23ZqKVCtPpVVe3YgejIBAwLttE.webp?width=1200&height=630
Valthos,Next-generation biodefense.,https://startups.gallery/companies/valthos,https://framerusercontent.com/images/BLgabAeQ9PNXJcbtz6nCIFcL7Tg.jpeg?width=1500&height=500
Outsmart,"Higher education, reimagined.",https://startups.gallery/companies/outsmart-education,https://framerusercontent.com/images/HePZjYJKUZ5EChCjR7fatmNM3g.png?width=1200&height=630
Natural,Payments for AI agents.,https://startups.gallery/companies/natural,https://framerusercontent.com/images/SfDyQsu7KkoZVx7CQ6OSye5FrFk.png?width=3600&height=1890
ClarityCare,AI-powered prior authorization.,https://startups.gallery/companies/claritycare,https://framerusercontent.com/images/EKjWACXn3GJKJsMKBSxcebew9p4.png?width=3750&height=1969
Common Paper,"Build, negotiate, and sign contracts in minutes.",https://startups.gallery/companies/common-paper,https://framerusercontent.com/images/roZG7tIAGOmyXoJR9rjXIeb1DY.png?width=1800&height=1200
Agora,The home of onchain governance,https://startups.gallery/companies/agora,https://framerusercontent.com/images/1DQq6lKDlkZciPEvxl7gPXNyE.png?width=922&height=492
Sandbar,An interface company.,https://startups.gallery/companies/sandbar,https://framerusercontent.com/images/jIFjTYbIYdy665dgVLxcVhVWr8.jpeg?width=1201&height=628
Bronto,Logging layer for AI.,https://startups.gallery/companies/bronto,https://framerusercontent.com/images/tbkAaylezm0CJFUskFjk1CWuiSM.png?width=1877&height=1079
Good Start Labs,Building games to make AI better.,https://startups.gallery/companies/good-start-labs,https://framerusercontent.com/images/yA2fZSAN1zqGVWD5NGgxA53t4Sc.png?width=1872&height=1068
Osmosis,Create task-specific models that beat foundation models.,https://startups.gallery/companies/osmosis,https://framerusercontent.com/images/Vuxq9FMRQ7utkJ9YeUWuUNYMzo.png?width=1200&height=630
General Intuition,The frontier research lab dedicated to games.,https://startups.gallery/companies/general-intuition,https://framerusercontent.com/images/Zn9NJrskVcW4yN3ykbsgYoJl3u0.png?width=1200&height=675
Sapien,AI coworker for CFOs.,https://startups.gallery/companies/sapien,https://framerusercontent.com/images/2fwFpT4JJupdxDnf3V6FN6ofgU.jpg?width=2400&height=1240
Warmer,A new kind of advice.,https://startups.gallery/companies/warmer,https://framerusercontent.com/images/TsdLNXMDzxD4sGQQh5huAiwNXk0.jpeg?width=820&height=312
Epiminds,Agentic AI for marketing.,https://startups.gallery/companies/epiminds,https://framerusercontent.com/images/OQwSd54gsmq3PxuE0vRENyYdA.png?width=1200&height=630
Overlap,Create viral clips with AI.,https://startups.gallery/companies/overlap-ai,https://framerusercontent.com/images/O1hPurRrnIqUVNs7gRevYRK5vEs.gif?width=800&height=450
Causal Labs,AI physics models to predict and control the weather.,https://startups.gallery/companies/causal-labs,https://framerusercontent.com/images/XWjyMRL0uOEh67IpKSDi2ZPlw.webp?width=1200&height=631
Sentient,Ensuring AGI is open source.,https://startups.gallery/companies/sentient-labs,https://framerusercontent.com/images/O04Fs63E59MoRnIZKFfLSixmViY.jpeg?width=1280&height=720
Fragment,Ledger API for financial products.,https://startups.gallery/companies/fragment,https://framerusercontent.com/images/tHBOQBf6yIjlzMxBgejBIX2gqs.jpg?width=4800&height=2700
ZeroEntropy,World-class agentic retrieval on autopilot.,https://startups.gallery/companies/zeroentropy,https://framerusercontent.com/images/xa8JY2ogzQyPH3kOWbx9mmdzw.png?width=1114&height=624
Alleviate Health,Conversational AI to accelerate clinical trials recruitment.,https://startups.gallery/companies/alleviate-health,https://framerusercontent.com/images/4QNMHUIy6t6NYzagoYEjctD9g.png?width=2266&height=1190
Wayfaster,Human-like interviews with AI.,https://startups.gallery/companies/wayfaster,https://framerusercontent.com/images/Zi7RfDvOHqDaqNmwUQVfMpuycVE.jpg?width=1200&height=630
Perch,All of your blogs and newsletters in one place.,https://startups.gallery/companies/perch,https://framerusercontent.com/images/FprWzSIKBpOxUtlkDAzDGdT9sU4.png?width=1290&height=630
Credal,Secure AI assistants for enterprise.,https://startups.gallery/companies/credal,https://framerusercontent.com/images/AHr1bUFSI09CuSM6MPgs8exxq3A.png?width=1200&height=628
Vulcan Technologies,AI regulatory drafting and compliance.,https://startups.gallery/companies/vulcan-technologies,https://framerusercontent.com/images/ickOLBVeprfVCztadHAGeo1vzjU.png?width=1921&height=1080
Anara,AI for researchers.,https://startups.gallery/companies/anara,https://framerusercontent.com/images/9muUDhzbfSqPKo2P7ai8W5b4Vk.png?width=2400&height=1260
Mastra,The Typescript agent framework.,https://startups.gallery/companies/mastra,https://framerusercontent.com/images/uWlKl5KgnYOLhHdzWS6iVnIzIk.png?width=1200&height=630
Monk,Accounts receivables automation.,https://startups.gallery/companies/monk-finance,https://framerusercontent.com/images/HAjxlXQgnMO6gu0ZUoeGP3XfI.webp?width=2040&height=1021
Garden,"Patent intelligence, reimagined.",https://startups.gallery/companies/garden,https://framerusercontent.com/images/UCC1r4GXfSfZO0Ou96B4drg4tVc.png?width=1200&height=630
Prime Intellect,Commoditizing compute and intelligence.,https://startups.gallery/companies/prime-intellect,https://framerusercontent.com/images/FAKA45oKhdbDJx5jq6IkXPmt8lg.png?width=1200&height=628
Pierre,Joyful code review.,https://startups.gallery/companies/pierre,https://framerusercontent.com/images/whoTglELQ2O9skOFmSiizFDiTc.jpeg?width=1500&height=500
Thinking Machines,Building Tinker.,https://startups.gallery/companies/thinking-machines,https://framerusercontent.com/images/Rbp18Hv7S4poU30s8qyBel4MxE.png?width=1376&height=902
Moonlake,Vibe coding interactive worlds.,https://startups.gallery/companies/moonlake-ai,https://framerusercontent.com/images/qNBbk5Yqf5pOzawxSjyuodp2U.jpeg?width=1500&height=500
Black Forest Labs,A new era of creation.,https://startups.gallery/companies/black-forest-labs,https://framerusercontent.com/images/Px2uV9rKlswQS7PPJEDoeNWhlTo.jpeg?width=1500&height=500
Artie,Fully managed CDC streaming platform.,https://startups.gallery/companies/artie,https://framerusercontent.com/images/SnteboLxwKCc7nYvtuWp6hU9FR8.png?width=1200&height=630
Periodic Labs,Creating an AI scientist.,https://startups.gallery/companies/periodic-labs,https://framerusercontent.com/images/UtHBOwfpqFirmk2HPu6jndl11m0.jpeg?width=2142&height=1260
Paid,Cost tracking and billing for AI Agents.,https://startups.gallery/companies/paid,https://framerusercontent.com/images/DaK4awlfz33Bv8O7VN3ISJ01Y.png?width=1360&height=680
Clone,"Musculoskeletal, superintelligent androids.",https://startups.gallery/companies/clone,https://framerusercontent.com/images/cHHySmIIF8Viu8cWegxkFVTjY8.png?width=2280&height=1282
amo,Apps that bring you closer to your people.,https://startups.gallery/companies/amo,https://framerusercontent.com/images/NLoaomF385kHggGBhpDFPDDgw.jpg?width=1600&height=705
Arcol,Collaborative building design.,https://startups.gallery/companies/arcol,https://framerusercontent.com/images/bkSdb9io7Xg9vqz3JBYDHznB7U.webp?width=2000&height=1250
Podqi,AI-Powered IP protection.,https://startups.gallery/companies/podqi,https://framerusercontent.com/images/WM0iBdKPIsyJd6TVD0VkhdMVYjU.png?width=1398&height=880
Basedash,The AI-native business intelligence platform.,https://startups.gallery/companies/basedash,https://framerusercontent.com/images/DfKzidWDEghc2SypoVOWFKOWms.jpeg?width=1500&height=500
Divine,Undercollateralized lending system.,https://startups.gallery/companies/divine-research,https://framerusercontent.com/images/hvRrCeHeGZFuJgGN1Q4zIGNc.jpeg?width=1500&height=500
Doorstep,Predictive delivery intelligence platform.,https://startups.gallery/companies/doorstep,https://framerusercontent.com/images/cD5MFKyu6z8rwUIkPSFWAvRi7Qo.png?width=1919&height=1079
Polar,Open-source monetization platform.,https://startups.gallery/companies/polar,https://framerusercontent.com/images/hzUOdMH5ofGL3tB85qBel7wM.webp?width=1915&height=1040
Relume,AI-powered site builder + library.,https://startups.gallery/companies/relume,https://framerusercontent.com/images/SUk3f7k5Cq3pC3VhRAdrgzWc.jpeg?width=895&height=597
Ghost,Open source blog & newsletter platform.,https://startups.gallery/companies/ghost-foundation,https://framerusercontent.com/images/nAGCPYOWeHRT2vd5MIdttAmxHk.png?width=1280&height=641
General Matter,Enriching uranium in America.,https://startups.gallery/companies/general-matter,https://framerusercontent.com/images/ABQGaMM3l20UXYTOfHDmlRIBM7A.png?width=4096&height=2304
Axiom,"Logging, re-invented.",https://startups.gallery/companies/axiom,https://framerusercontent.com/images/c2z7rgl76oCAaMn5PZ1t6no4nVU.jpeg?width=1500&height=500
Sitch,The AI dating app.,https://startups.gallery/companies/sitch,https://framerusercontent.com/images/3ufu9mAcq0cdvD4y2o8TzrcUu8.png?width=1200&height=630
Astrus,AI-powered microchip design.,https://startups.gallery/companies/astrus,https://framerusercontent.com/images/zV3g2D3ZQFZKjSTe4Mzzhce8G9A.png?width=1200&height=630
Humanoid,Advanced humanoids for industrial use.,https://startups.gallery/companies/humanoid,https://framerusercontent.com/images/GwxKCfNp6PoGIaVD1I2QoVodb58.png?width=620&height=300
Anon,The integration platform for the AI internet.,https://startups.gallery/companies/anon,https://framerusercontent.com/images/0Vh1hUpaWcuSHdZpxjwBz6R8xQ.jpg?width=2081&height=1063
Sequence,Automate billing for every custom contract.,https://startups.gallery/companies/sequence,https://framerusercontent.com/images/aria9o3iCFzdXEVIQf9uGtA4Ts.png?width=2400&height=1261
FLORA,Your intelligent canvas.,https://startups.gallery/companies/flora,https://framerusercontent.com/images/thYdbfXBlu0ez7AUYCIr6lnoHM.jpeg?width=1200&height=630
Floqer,The CRM data engine.,https://startups.gallery/companies/floqer,https://framerusercontent.com/images/cbzinuR0uo5oV95hixF9ki8IYI.png?width=1200&height=630
Ordo,K-12 lunch marketplace.,https://startups.gallery/companies/ordo,https://framerusercontent.com/images/lsFH5k8bOiOaloLy8oEIbuO4.png?width=3186&height=1673
Dupe,Find similar products for less.,https://startups.gallery/companies/dupe,https://framerusercontent.com/images/SrMVxgQAo5IhbPFFUGcCG0wzPc.jpeg?width=1500&height=500
Raindrop,Sentry for AI products.,https://startups.gallery/companies/raindrop-ai,https://framerusercontent.com/images/IJh1RqdBZ5KHesPs79nWWBMJS90.jpeg?width=1500&height=500
Sonder,Interfaces for human intimacy.,https://startups.gallery/companies/sonder,https://framerusercontent.com/images/352DwJLo4KGSaWTmBzxsmQ02mTQ.jpeg?width=1500&height=500
Aaru,Rethinking the science of prediction.,https://startups.gallery/companies/aaru,https://framerusercontent.com/images/75Jb3LWyEIBwT5XEYu0VPq6lFE.png?width=1200&height=630
Parabol,Fiat-backed stablecoin protocol,https://startups.gallery/companies/parabol,https://framerusercontent.com/images/XjGCmVlGOytAYMbUly6YwG3SLo.jpeg?width=1500&height=500
Biograph,Preventive health and diagnostics clinic.,https://startups.gallery/companies/biograph,https://framerusercontent.com/images/p4enKTvBWO4MhfN6PQ8LTciJ7zo.jpeg?width=2880&height=1920
Taara,High-speed using beams of light.,https://startups.gallery/companies/taara,https://framerusercontent.com/images/MMpQGGNgrmkkSywVq6gRbvrXg.webp?width=1200&height=630
GitBook,Knowledge management for technical teams.,https://startups.gallery/companies/gitbook,https://framerusercontent.com/images/EBLnfnOldZyOrVvvivDJIjTJLeI.webp?width=1200&height=630
Autopilot,Invest alongside world-class investors.,https://startups.gallery/companies/autopilot,https://framerusercontent.com/images/mdkr1IAtEdm9hetkagPyG4fuCQ.jpg?width=1800&height=945
Adaline,"Iterate, evaluate, deploy, and monitor LLMs.",https://startups.gallery/companies/adaline-ai,https://framerusercontent.com/images/ZOrsWS7jZOkXKbVYvS2KzSfaM.png?width=2702&height=1366
Popcorn,The next-gen telco.,https://startups.gallery/companies/popcorn,https://framerusercontent.com/images/dDpTyYjLfopvXJqYNc6EeOWpZGU.png?width=1050&height=552
Wiza,The future of prospecting.,https://startups.gallery/companies/wiza,https://framerusercontent.com/images/ryCxazXGBtwBp0chHGPCMPcG9Q.png?width=2400&height=1260
Orbio,The AI powered system for HR teams.,https://startups.gallery/companies/orbio-ai,https://framerusercontent.com/images/ijvLMH9M63R7LnT52MOfmkhRudI.webp?width=2400&height=1280
Basis Research,Creating a new kind of AI research organization.,https://startups.gallery/companies/basis-research,https://framerusercontent.com/images/5Xc8os9JdHgYqprR2B9Kvk2qLo.jpeg?width=1500&height=500
Applied Labs,AI support and ops agents.,https://startups.gallery/companies/applied-labs,https://framerusercontent.com/images/istmN7ul71Fcqh7Jdu55LVtBfQw.jpg?width=1728&height=933
Conduct,AI for your SAP customizations.,https://startups.gallery/companies/conduct-ai,https://framerusercontent.com/images/teomT37zpTYsE3JhQgTA6zCpKc.jpeg?width=2400&height=1260
Orchids,Prompt a beautiful website in seconds.,https://startups.gallery/companies/orchids,https://framerusercontent.com/images/WOKwr6qG6Yt3PSytdAEF3pXXgzo.png?width=964&height=484
Isometric,Carbon removal registry.,https://startups.gallery/companies/isometric,https://framerusercontent.com/images/q124Ian6BHtWzVSWK0RIRgHFj0.png?width=1536&height=914
Willow,Write 4X faster with voice dictation.,https://startups.gallery/companies/willow,https://framerusercontent.com/images/uNznKXZwtrlZKwsLUf5fIeVDik.jpeg?width=1500&height=500
Monumental Labs,Building robotic sculpting factories.,https://startups.gallery/companies/monumental-labs,https://framerusercontent.com/images/HVydwdmVvuIaejo7TN6PcFgHE.jpeg?width=1500&height=500
Cosmos,A discovery engine for creatives.,https://startups.gallery/companies/cosmos,https://framerusercontent.com/images/Y0cXQBQBGue1Y7oWatDE8hhl8.jpeg?width=1500&height=500
Amigo,Building reliable clinical agents.,https://startups.gallery/companies/amigo-ai,https://framerusercontent.com/images/EcxfhSsoaieOTLARCJ5XxAiX35g.jpeg?width=1920&height=1000
The Interaction Company of California,Building Poke.,https://startups.gallery/companies/the-interaction-company-of-california,https://framerusercontent.com/images/EkpQZELwuel1MZo8Lk4eFnuVHA.png?width=1264&height=694
Central,"Payroll, benefits and gov compliance for startups.",https://startups.gallery/companies/central-hq,https://framerusercontent.com/images/8DOx4Hvzs33E3JnOt5n6G9R1HIM.jpeg?width=1500&height=500
OpenMind,Building Android for robots.,https://startups.gallery/companies/openmind,https://framerusercontent.com/images/22CzgsApMj43z9UhevXkbVeq98.jpeg?width=1500&height=500
Aegis AI,AI native email security.,https://startups.gallery/companies/aegisai,https://framerusercontent.com/images/hs3BONiq5FwVCClugPiBvO5sqs.png?width=2940&height=1652
Agno,Lightweight library for building multimodal agents.,https://startups.gallery/companies/agno,https://framerusercontent.com/images/q7WmdRsZWyEmkd8P4MfUk5ApwA.png?width=1200&height=630
Farel,Airline on autopilot.,https://startups.gallery/companies/farel,https://framerusercontent.com/images/hPDx98LjRdEbg7IKsbD8QVRJEU.jpeg?width=1280&height=672
Endex,Building a financial coworker.,https://startups.gallery/companies/endex,https://framerusercontent.com/images/4WfYIqUhVA2EVkJefSuHdcI6o.png?width=1230&height=766
Human Behavior,Behavioral analytics platform.,https://startups.gallery/companies/human-behavior,https://framerusercontent.com/images/CyQVGJKKbnzwWCTlNqXN4r6ogrs.png?width=1058&height=590
Keel,Modern ERP built for operators.,https://startups.gallery/companies/keel,https://framerusercontent.com/images/0blkueIpp4lpbt2iX8jE82tewH8.png?width=960&height=540
Tatem,Experience email at its best.,https://startups.gallery/companies/tatem,https://framerusercontent.com/images/7kKZAjAwTrBHkulHcCMtpsOyD9Q.png?width=1200&height=627
Tako,AI search engine to visualize knowledge.,https://startups.gallery/companies/tako,https://framerusercontent.com/images/WSTxRL2Dl0zDJOZqEAm0J43N90.jpg?width=1200&height=630
TensorZero,Open-source LLM infra.,https://startups.gallery/companies/tensorzero,https://framerusercontent.com/images/7V8lxc5uNINqselKeGwFBkqxYw.png?width=1200&height=630
Supersonik,Run client demos 24/7 with AI.,https://startups.gallery/companies/supersonik,https://framerusercontent.com/images/ODHNjXBINQxCjpmSmsXPfRj3yiY.png?width=1200&height=630
Adaptive ML,"AI, tuned to production.",https://startups.gallery/companies/adaptive-ml,https://framerusercontent.com/images/vWMGFmug8G2ekEQYCuKD6J5MMY.jpeg?width=1200&height=693
Ranger,"Fast, reliable QA testing.",https://startups.gallery/companies/ranger,https://framerusercontent.com/images/hmx33Qd71XzehLbV4F8pn8Ldpws.png?width=1312&height=770
Fever Energy,Launch modern energy services - fast.,https://startups.gallery/companies/fever-energy,https://framerusercontent.com/images/eW7bfAexV87e768pKEfnV1Q.jpeg?width=3582&height=1884
