Company_Name,Description,Website,Logo_URL
Subframe,The UI design tool for the AI era.,https://startups.gallery/companies/subframe,https://framerusercontent.com/images/79xqujEOUcsdGmovVGHp6ocXQ.png?width=1200&height=630
Arena,Vendor evaluation software.,https://startups.gallery/companies/arena,https://framerusercontent.com/images/Ito2Vigi1IbVkyPZITz8JZm8I.png?width=2400&height=1260
Item,Autonomous CRM for modern teams.,https://startups.gallery/companies/item-app,https://framerusercontent.com/images/dJZQeRkDlOXaGdnMqwL2y1Pn4Cs.png?width=2400&height=1260
Aniva Health,The Operating System for your health.,https://startups.gallery/companies/aniva-health,https://framerusercontent.com/images/B49Jq6CL2JjGWwp5krosylR6E.webp?width=1772&height=926
Langbase,Serverless AI developer platform.,https://startups.gallery/companies/langbase,https://framerusercontent.com/images/5MIyNIjwR0GQOuv9veE1uuSgA4.jpg?width=3840&height=2160
Operate,CRM designed for sales built for founders.,https://startups.gallery/companies/operate-crm,https://framerusercontent.com/images/L2thIYOG6NCLgtU2aPRJO9VbTyc.png?width=1200&height=630
Interfere,Build software that can fix itself.,https://startups.gallery/companies/interfere,https://framerusercontent.com/images/o8ItiG1FFjGLNoQleq8cgmllJU.jpeg?width=3840&height=2160
Flower Computer Co.,Building Yuma.,https://startups.gallery/companies/flower-computer-co,https://framerusercontent.com/images/rtvmPiwrCjyC2xjcsmzGXk9W3F4.png?width=2880&height=1800
Hades Mining,Unlocking geothermal energy at scale.,https://startups.gallery/companies/hades-mining,https://framerusercontent.com/images/0HgBflz1nZmVtDWD7l6JrTTk8XA.png?width=2334&height=1214
Interhuman,The social intelligence layer for AI.,https://startups.gallery/companies/interhuman,https://framerusercontent.com/images/ExP9j5jUEMLJF3blWPKSsAMvmA.webp?width=1200&height=675
YieldClub,High yield crypto savings for all.,https://startups.gallery/companies/yieldclub,https://framerusercontent.com/images/K40Z2lNT7R5b4iuNFTrYkCV1Umg.jpg?width=1899&height=995
Series,the ai social network_,https://startups.gallery/companies/series-so,https://framerusercontent.com/images/Md3AA1EOUfPEv2EtqWHZq0dEAI.png?width=1478&height=730
Nowadays,AI for corporate events.,https://startups.gallery/companies/nowadays,https://framerusercontent.com/images/NbDcVsTOVgqt3ofvqyufIzpxaz4.png?width=1200&height=630
Alma,Your nutrition companion for effortless healthy eating.,https://startups.gallery/companies/alma,https://framerusercontent.com/images/op0Vt6q9l2v3g5jNKgAtuB6Dz9g.png?width=1200&height=620
Twill,Tech talent referral platform.,https://startups.gallery/companies/twill,https://framerusercontent.com/images/mmJvJhqsxm6Sdi5FKT2D9nj8CY.jpeg?width=1500&height=500
Zero,AI native CRM and GTM platform.,https://startups.gallery/companies/zero,https://framerusercontent.com/images/pK0Sc4LfdPIkocdLchEVatj0.jpeg?width=1200&height=630
Volta,Shopify for B2B transactions.,https://startups.gallery/companies/volta,https://framerusercontent.com/images/WYcVE7qyDQCvG3S6AmvOJuK0I.png?width=1754&height=1120
Lemni,AI agents for customer interactions.,https://startups.gallery/companies/lemni,https://framerusercontent.com/images/Fd687owGgOCi3cJSRA1kyAeL6E.png?width=2400&height=1260
Glyphic,AI copilot for sales teams.,https://startups.gallery/companies/glyphic,https://framerusercontent.com/images/0DnCaWuKbvgaDXEHTftt3bB2Q.png?width=3600&height=1890
Atlas,All-in-one map builder.,https://startups.gallery/companies/atlas,https://framerusercontent.com/images/nuXDiyKHRBv98HGV4OVwwRCPvY.jpg?width=1625&height=995
