Company_Name,Description,Website,Logo_URL
Promise,Streamlining government payments and benefits.,https://startups.gallery/companies/promise-pay,https://framerusercontent.com/images/rSk9V6gByqqL6jsXrOJYvncmg.jpg?width=2000&height=902
Blackbird,Crypto restaurant rewards app.,https://startups.gallery/companies/blackbird-labs,https://framerusercontent.com/images/LdZGp2d41lQbFvlVmdcVzcmePY.png?width=1200&height=630
Cape,A new ultra-private and secure mobile carrier.,https://startups.gallery/companies/cape,https://framerusercontent.com/images/7E8o8ngdBv0Qoa6oDPL2aYZzA.jpeg?width=2624&height=1440
Eve,Legal AI for plaintiff law firms.,https://startups.gallery/companies/eve,https://framerusercontent.com/images/lrTAhFnZ04gseN2IMBrP3DGFtlc.png?width=1200&height=631
Modal,The serverless platform for AI teams.,https://startups.gallery/companies/modal,https://framerusercontent.com/images/0EGJ37vX4fHHRYb35c1zL3zYHOc.jpg?width=900&height=473
MagicSchool,All-in-one AI platform for educators.,https://startups.gallery/companies/magicschool-ai,https://framerusercontent.com/images/xHJlpI4h6wf0GIkmaWlOCDQnG9s.png?width=5125&height=2887
FERMÀT,Tailor every touchpoint.,https://startups.gallery/companies/fermat,https://framerusercontent.com/images/oT2lWWVhlJ5Rue8jQRcYyblFmBc.png?width=2400&height=1260
Apron,Finance platform for small businesses.,https://startups.gallery/companies/apron,https://framerusercontent.com/images/w4h4I6EpRbDQ3gxVUr6AZXrA.jpg?width=1200&height=630
NewLimit,Extending human healthspan.,https://startups.gallery/companies/newlimit,https://framerusercontent.com/images/7nqtG7jLYfBUHsK8I7uQsCskgg.png?width=1186&height=656
Slash,Business banking for internet entrepreneurs.,https://startups.gallery/companies/slash,https://framerusercontent.com/images/y4VCr1oSxMc8IcfuSwzP2F8Ask.jpg?width=1200&height=630
Metaview,AI built for recruiting.,https://startups.gallery/companies/metaview,https://framerusercontent.com/images/FBLtXnU4TtX9g9qsB9YKHsuA.png?width=1200&height=630
Parabola,Turn messy data into AI workflows.,https://startups.gallery/companies/parabola,https://framerusercontent.com/images/58329G4WIDdi1pEWIV8xnnZyrbg.jpeg?width=1500&height=500
Modular,VMware for the AI era.,https://startups.gallery/companies/modular,https://framerusercontent.com/images/WHVrQR3u2pXPwYmPxMzMvF9ig.jpeg?width=1200&height=628
Numan,Digital healthcare.,https://startups.gallery/companies/numan,https://framerusercontent.com/images/jszY06wxmF6gXC5VsypL7bP18.webp?width=5000&height=3400
Imbue,Rekindling the dream of personal computing.,https://startups.gallery/companies/imbue-ai,https://framerusercontent.com/images/nNNfnxe3SHkFBPdzJgyb2lH0Beo.jpeg?width=1500&height=500
Factory,Agent-native software development.,https://startups.gallery/companies/factory,https://framerusercontent.com/images/rZkIcixoqhBcjyEltDpuCIoAUQ.jpeg?width=1500&height=500
Padel Haus,Luxury padel club & indoor courts.,https://startups.gallery/companies/padel-haus,https://framerusercontent.com/images/HmiQNI0Mu4KT2nfeQJaVxjU.png?width=2500&height=1302
Craft,"Your space for notes, tasks, big ideas.",https://startups.gallery/companies/craft,https://framerusercontent.com/images/HfPMyW0dQjICIJR3ClILYQy2LA.jpeg?width=1500&height=500
Loyal,Extending the lifespan of dogs.,https://startups.gallery/companies/loyal-dogs,https://framerusercontent.com/images/tOXhyZjUiOQaCQdAYe3SqHFQSo.png?width=2400&height=1260
Zama,Open source cryptography.,https://startups.gallery/companies/zama,https://framerusercontent.com/images/aMrU1q7lVS5nPs2WPzOBAhBhQ.jpg?width=1200&height=630
Aleph,FP&A software for finance teams.,https://startups.gallery/companies/aleph,https://framerusercontent.com/images/nPASeQIVipMJyCRZ8aWRAbWFU.png?width=1184&height=640
Pika,Create iconic videos with AI.,https://startups.gallery/companies/pika,https://framerusercontent.com/images/8juCydcYDHtblDNxDfOBhhKb6E.jpeg?width=1500&height=500
Omnea,Intelligent procurement intake and orchestration.,https://startups.gallery/companies/omnea,https://framerusercontent.com/images/B3JsE4Q77TnMOguU5OAKGiqlh4.png?width=1200&height=630
Tabs,Revenue automation for modern B2B.,https://startups.gallery/companies/tabs,https://framerusercontent.com/images/35z1UdvU3ebArF5QL65TEMQvJU.jpeg?width=1200&height=627
GreenLite,Automating construction permitting.,https://startups.gallery/companies/greenlite-permitting,https://framerusercontent.com/images/44PX25EixmVL3yYZQtL4axCgnGY.webp?width=1860&height=1046
11x,AI digital workers platform.,https://startups.gallery/companies/11x,https://framerusercontent.com/images/h411mEog5azn81J5FJnhxUwDgiQ.jpg?width=1200&height=630
Rainforest,Payment processing for your platform.,https://startups.gallery/companies/rainforest,https://framerusercontent.com/images/5GMo3jZgYGrRsp07bfqXp2XqPw.jpg?width=1200&height=630
Pinecone,Vector database for vector search.,https://startups.gallery/companies/pinecone,https://framerusercontent.com/images/lB8dVLHmsOiKVgjxbLHKCEn8nRk.jpg?width=1200&height=627
Typeface,GenAI for enterprise content creation.,https://startups.gallery/companies/typeface,https://framerusercontent.com/images/Mk1Q1CosySGqtIwZKjWbBYAWsA.png?width=1200&height=630
Recall.ai,Universal API for real-time meeting data.,https://startups.gallery/companies/recall-ai,https://framerusercontent.com/images/RHjFy7aWEe6pE7PfxQFGN8BORFQ.png?width=2036&height=1044
Rogo,Generative AI for investment banking.,https://startups.gallery/companies/rogo,https://framerusercontent.com/images/mwj6cpeiXLLQP94E0xsU3PErklQ.webp?width=3840&height=2160
Exa,Embeddings-based search infrastructure.,https://startups.gallery/companies/exa,https://framerusercontent.com/images/fdagdBg43dQUL4Gmz09ex8hI.png?width=1910&height=1000
Camber,Admin automation for healthcare.,https://startups.gallery/companies/camber,https://framerusercontent.com/images/urg1miaqGG8ZcTPV3PfgQFX5hQ.jpeg?width=1200&height=627
Dagster,Ship data pipelines with extraordinary velocity.,https://startups.gallery/companies/dagster,https://framerusercontent.com/images/hh00fBSHsUiHGxv0wWbGZVynUk.jpg?width=1200&height=630
Attio,The CRM of the future.,https://startups.gallery/companies/attio,https://framerusercontent.com/images/67YtmLvxLavtZta3zQPTNhW0.jpg?width=1200&height=630
Haus,Causal inference tools for marketers.,https://startups.gallery/companies/haus,https://framerusercontent.com/images/hrrEkECEAR88bpFDczPfOSkJK0E.png?width=720&height=378
Merge,One API to 100s of integrations.,https://startups.gallery/companies/merge,https://framerusercontent.com/images/kY5A11uE0z3ipMOFsrwTmLrokE.png?width=1800&height=941
Choco,AI-driven platform for suppliers and restaurants.,https://startups.gallery/companies/choco,https://framerusercontent.com/images/laQhq2qTaG4PxAzEvar5LtDCNGM.jpg?width=1200&height=630
Roboflow,Computer vision tools for developers and enterprises.,https://startups.gallery/companies/roboflow,https://framerusercontent.com/images/Ba4B3NcJpHCpIyYQr4lBdrqIMY.png?width=1200&height=630
Middesk,Business identity platform.,https://startups.gallery/companies/middesk,https://framerusercontent.com/images/bWlgwNxXWQEyqaXcYGXwKiXbQk.png?width=2400&height=1260
Thatch,Modern health benefits platform.,https://startups.gallery/companies/thatch,https://framerusercontent.com/images/ozDJhZ2TTO9ayl6qSpogHYkEs.jpeg?width=2048&height=1326
Pylon,The support platform built for B2B.,https://startups.gallery/companies/pylon,https://framerusercontent.com/images/H3nNI1hOHxCTJiDps5pH3MXTdA.jpg?width=1800&height=945
Keychain,AI-powered CPG manafacturing platform.,https://startups.gallery/companies/keychain,https://framerusercontent.com/images/Ul4Gv1m4aV1TV91azIzPW1talK0.jpeg?width=800&height=450
Mytra,Automated robotic storage.,https://startups.gallery/companies/mytra,https://framerusercontent.com/images/tlYWVsNAUedOaH4yiuRUjsKvR4U.webp?width=1280&height=720
Stytch,Authentication infrastructure for developers.,https://startups.gallery/companies/stytch,https://framerusercontent.com/images/L2giwns16i1Bb1lEJFVFlnjhlG0.jpeg?width=1500&height=500
Hyphen,Culinary operations on autopilot.,https://startups.gallery/companies/hyphen,https://framerusercontent.com/images/JzOU52E4RJKxqImCUXljjFzsqw.jpg?width=2249&height=1500
Squint,Make every operator an expert.,https://startups.gallery/companies/squint,https://framerusercontent.com/images/7AzgKMouDa48fJwypZCS8Mnzw.png?width=1800&height=1013
Profound,Be more visible in AI Search.,https://startups.gallery/companies/profound,https://framerusercontent.com/images/FKpLffWb9atDnHpYAiZoR0WoHzc.png?width=2112&height=1188
Lindy,Building AI employees without hype.,https://startups.gallery/companies/lindy,https://framerusercontent.com/images/3yNNcs09V5EZeTKnIXf48nhmkNE.jpg?width=2400&height=1260
Lyric,A new era in supply chain.,https://startups.gallery/companies/lyric,https://framerusercontent.com/images/HOwpGwCsFSyhNHxaZhsfA0xq09w.jpg?width=1280&height=720
Rillet,The AI-native ERP.,https://startups.gallery/companies/rillet,https://framerusercontent.com/images/oMQpEm9aJGYv9llCoi33WbtjBY.jpeg?width=1200&height=630
Wander,Luxury travel rentals.,https://startups.gallery/companies/wander,https://framerusercontent.com/images/mBnqzSB4Puh9MhaRW9za1wiCE04.jpeg?width=800&height=599
Prefect,Workflow managment for data teams.,https://startups.gallery/companies/prefect,https://framerusercontent.com/images/99lRn0P7e46LCD1GpVNUJY8fXww.jpeg?width=1600&height=900
Augment Code,AI coding platform for real software.,https://startups.gallery/companies/augement-code,https://framerusercontent.com/images/6OVnLjZvxEMyyw4Fmz60Nk9Ok.jpeg?width=1500&height=500
Narmi,Digitalizing credit unions and regional banking.,https://startups.gallery/companies/narmi,https://framerusercontent.com/images/Jt9HsSKTukcSMlYhKA7L13QP4.jpg?width=1200&height=633
Pinwheel,Building the fourth credit bureau.,https://startups.gallery/companies/pinwheel,https://framerusercontent.com/images/L658wM38E0lJHshLPnoZoqTMOo.jpg?width=1201&height=631
TRM Labs,Helping companies manage financial crime risk.,https://startups.gallery/companies/trm-labs,https://framerusercontent.com/images/37VKyciRhnaySM7vEHBOwTEK7g.png?width=2400&height=1260
Hume AI,AI that interprets human emotion.,https://startups.gallery/companies/hume-ai,https://framerusercontent.com/images/E2ABibkDkYjTx4UdkXri3hKBl0.jpeg?width=1500&height=500
Prisma,"Serverless Postgres db, ORM & more.",https://startups.gallery/companies/prisma,https://framerusercontent.com/images/aPYHd4P0LHLrhsjKaiBhWwXypo.png?width=1200&height=630
Bland,The enterprise platform for AI phone calls.,https://startups.gallery/companies/bland,https://framerusercontent.com/images/sdHxEe4gL2mawpfo1W8libp3PaA.jpeg?width=1500&height=500
Magic,Building an AI software engineer.,https://startups.gallery/companies/magic,https://framerusercontent.com/images/BuV8qFgFvbDXgwdesCcC4g6iQ.png?width=2400&height=1260
Skild AI,Building general purpose robotic intelligence.,https://startups.gallery/companies/skild-ai,https://framerusercontent.com/images/uw8EigOdYzqFoHACg35MdjzZiw.jpeg?width=1500&height=500
Savvy Wealth,Digital-first wealth management.,https://startups.gallery/companies/savvy-wealth,https://framerusercontent.com/images/RHCDHmb3I9r46KKtParY1AOxLmI.jpeg?width=640&height=320
Planned,"Plan corporate events faster, for less.",https://startups.gallery/companies/planned,https://framerusercontent.com/images/ZypfFqUnMnoHnN5hF3Yt6MSPTDA.jpg?width=1201&height=630
Lumos,The Autonomous Identity Platform.,https://startups.gallery/companies/lumos,https://framerusercontent.com/images/MICM9CMqOeixzFfJP0g6mQPfQcI.png?width=2912&height=1632
Primer,Unified infrastructure for global payments.,https://startups.gallery/companies/primer,https://framerusercontent.com/images/Es9WJSZA143qDKQ09qHmMzwn3a4.jpeg?width=1276&height=720
Warp,The intelligent terminal.,https://startups.gallery/companies/warp,https://framerusercontent.com/images/qJl1RUZaAvGK5SzAlAsSTNKBM.jpeg?width=1500&height=500
Raycast,Developer command bar.,https://startups.gallery/companies/raycast,https://framerusercontent.com/images/sZGEWYdqyjhg5IFWEM39Wk6dbc.jpeg?width=1500&height=500
Assembled,The support operations platform.,https://startups.gallery/companies/assembled,https://framerusercontent.com/images/rwlOSGLIPPx6QX7hk88ut8zgU.png?width=1358&height=974
Loop,Freight payments made simple.,https://startups.gallery/companies/loop,https://framerusercontent.com/images/pxjpqnejWhh43MAGfVIARnFf2g.png?width=1200&height=630
Story,World's IP blockchain.,https://startups.gallery/companies/story,https://framerusercontent.com/images/rvzVHHxuaP0ILkIrZ2VHb9Eu8s0.jpg?width=1920&height=1080
Wrtn,Bring AGI close to people.,https://startups.gallery/companies/wrtn,https://framerusercontent.com/images/b6kA8ENrdH9SxhqWwQpQcUPf5g.jpg?width=960&height=639
Checkly,Test and monitor your apps and APIs at scale.,https://startups.gallery/companies/checkly,https://framerusercontent.com/images/qchYUyXi8c81a9usZCgorXqI.png?width=1920&height=1080
Plenful,AI workflow platform for healthcare.,https://startups.gallery/companies/plenful,https://framerusercontent.com/images/4jswBBL4YySTG0G9kAFpn2Ims.png?width=2400&height=1350
Rho,Business banking platform.,https://startups.gallery/companies/rho,https://framerusercontent.com/images/FsLAdakh2SjBBu6bmKkjJCgzqV8.png?width=1406&height=796
Pliant,Corporate card platform.,https://startups.gallery/companies/pliant,https://framerusercontent.com/images/LXvhM3xfrAJASH48qWY5YBpRRA.png?width=1200&height=630
Italic,Unbranded luxury goods.,https://startups.gallery/companies/italic,https://framerusercontent.com/images/Kflo26hgeuiMJOqxUkPfrcNAk.jpg?width=1200&height=900
Froda,Financing for small business.,https://startups.gallery/companies/froda,https://framerusercontent.com/images/18yNHyVQKmezUg6K8ENqUXXsWZo.webp?width=1200&height=630
Nourish,Connecting people with registered dietitians.,https://startups.gallery/companies/nourish,https://framerusercontent.com/images/quw77cM75jjmu9BA6V0HNGtzU.jpg?width=1200&height=630
Courier,Plug-and-play notification platform.,https://startups.gallery/companies/courier,https://framerusercontent.com/images/T2WZ8NiVbOyQ9Kbe4VZYuE.png?width=1920&height=1080
Port IO,Internal tools hub for devs.,https://startups.gallery/companies/port-io,https://framerusercontent.com/images/v8H13TcfiQeIjtDIBWwO8wSN1o.jpeg?width=1500&height=500
Hebbia,AI agents for financial services.,https://startups.gallery/companies/hebbia,https://framerusercontent.com/images/Rp3yiaVLhWFUjMaUgWLOnhCDk.jpeg?width=2400&height=1200
Butlr,Privacy-first ambient sensing platform.,https://startups.gallery/companies/butlr,https://framerusercontent.com/images/ZL7lalWZvlWw2bdzmwocwjt3ts.webp?width=2288&height=2287
Neon,Serverless Postgres in the cloud.,https://startups.gallery/companies/neon,https://framerusercontent.com/images/s182blsbo1Ee950LCJjksUKQx08.jpg?width=1200&height=630
Array,Embedded finance products platform.,https://startups.gallery/companies/array,https://framerusercontent.com/images/AIUtD9aQ6w9L1zHkmc1TU35qRI.png?width=1200&height=628
Volt,The global infrastructure for real-time payments.,https://startups.gallery/companies/volt,https://framerusercontent.com/images/FWtuPQUAp166FJVC2zmGqaLOK9U.jpg?width=1600&height=900
Nomba,Enabling cashless Africa,https://startups.gallery/companies/nomba,https://framerusercontent.com/images/3dgDRXX7iqgvnDW8xss4YAZq50.png?width=1366&height=768
Anomalo,Enterprise data quality monitoring.,https://startups.gallery/companies/anomalo,https://framerusercontent.com/images/j74He0Ggu1lHyFgmLkMhgCfuV94.webp?width=1200&height=630
Sesame,"Half-priced, high-quality health care.",https://startups.gallery/companies/sesame,https://framerusercontent.com/images/lstZYW1fFQNsUPF6gySp7fmvN0.webp?width=1390&height=960
Adept AI,Useful general intelligence.,https://startups.gallery/companies/adept-ai,https://framerusercontent.com/images/vkRbrggjlwyf70sNvSxM3BLdM4.png?width=1080&height=810
Transcend,Enterprise-grade data privacy infrastructure.,https://startups.gallery/companies/transcend,https://framerusercontent.com/images/knAMS9Zu3w902ffNOZWMVdHYVrA.png?width=1200&height=627
Zeal,Modern payroll platform.,https://startups.gallery/companies/zeal,https://framerusercontent.com/images/m0KTWMuFj1JuvXu9lTpbIUkt18c.png?width=1200&height=630
Encord,The data development platform for AI.,https://startups.gallery/companies/encord,https://framerusercontent.com/images/i6hkWxi8ZzzWpdj1xkIxUDI0.jpg?width=2167&height=1078
Orb,Modern pricing platform for software companies.,https://startups.gallery/companies/orb,https://framerusercontent.com/images/rTjV6cikPz6HJDHbPkYrFmidaO8.png?width=1200&height=630
Ultrahuman,Real-time nutrition and fitness tracking.,https://startups.gallery/companies/ultrahuman,https://framerusercontent.com/images/NYFZsj0wMQuWvdS7I87keTkrusQ.png?width=4096&height=2307
Ghost,B2B marketplace for surplus inventory.,https://startups.gallery/companies/ghost,https://framerusercontent.com/images/zjsVDfw39i0nS5EXWvdGqN52Y.png?width=1346&height=664
Tinybird,Helping teams build real-time data products.,https://startups.gallery/companies/tinybird,https://framerusercontent.com/images/eaZ5gfoc5kWyVkZypTNpPG44M.jpg?width=1200&height=630
Together AI,The future of AI is open-source.,https://startups.gallery/companies/together-ai,https://framerusercontent.com/images/Fpauff4MWnyebkfDTzIMSMWPeM8.jpg?width=2400&height=1260
Mistral,"Fast, open-source and secure language models.",https://startups.gallery/companies/mistral-ai,https://framerusercontent.com/images/beGDr14ZFvwNXtLcJjeb6FgPTSs.jpg?width=1920&height=1080
Taktile,The risk platform you’ll love using.,https://startups.gallery/companies/taktile,https://framerusercontent.com/images/H9qdYzepRk6gOG7UDbUDpQfA8s.jpg?width=2624&height=1226
Beehiiv,Newsletter platform for creators.,https://startups.gallery/companies/beehiiv,https://framerusercontent.com/images/XpGenr1W3YmIcMB8PdzXrhvKCi4.jpeg?width=1848&height=1020
Moderne,Mass-scale automated code refactoring.,https://startups.gallery/companies/moderne,https://framerusercontent.com/images/dkwloHF9X7cySEEhoaxT8MsAG9E.jpg?width=1201&height=631
Omni,Flexible business intelligence platform.,https://startups.gallery/companies/omni,https://framerusercontent.com/images/SQYqmNmTF3aA0t4DMZi1RBrub8.jpg?width=1024&height=512
Convictional,Reinventing business operations.,https://startups.gallery/companies/convictional,https://framerusercontent.com/images/UeyDGJrrdIJtWMSiElfuePhEjUw.png?width=2400&height=1260
Shortcut,Project management for software teams.,https://startups.gallery/companies/shortcut,https://framerusercontent.com/images/2vwIgjImF1JlnNKF85mF2LLAQ0.png?width=1200&height=628
PartnerStack,Partnership management platform.,https://startups.gallery/companies/partnerstack,https://framerusercontent.com/images/YPwqlXjL7zogUOfNZfb7z0xRo.jpg?width=2400&height=1260
Census,Data Activation and Reverse ETL platform.,https://startups.gallery/companies/census,https://framerusercontent.com/images/is7XBkR6L4Rn6hr6TUMcV6GEY7s.webp?width=1800&height=945
Finch,The unified API for employment systems.,https://startups.gallery/companies/finch,https://framerusercontent.com/images/HhryDhy3fcXwOmgjO54BJvpnbs.webp?width=2400&height=1260
Nectar,Employee recognition software.,https://startups.gallery/companies/nectar,https://framerusercontent.com/images/eESPsR1iQcyoIAe128hZCS94aAE.png?width=640&height=336
LayerZero,Omnichain interoperability protocol.,https://startups.gallery/companies/layerzero,https://framerusercontent.com/images/Bq5HbplVxS4PTWZ7hxBHeb0VUg.png?width=2400&height=1260
Deepgram,Voice AI platform.,https://startups.gallery/companies/deepgram,https://framerusercontent.com/images/9AqtJ6Hvn38N9fHIHN6KdyhdaA.jpg?width=1800&height=945
Orum,Live customer convo platform.,https://startups.gallery/companies/orum,https://framerusercontent.com/images/0SM9J3exNW9vBZf0CepGa9nSQbk.jpg?width=2400&height=1260
Clear Street,Modernizing the brokerage ecosystem.,https://startups.gallery/companies/clear-street,https://framerusercontent.com/images/pmL749OiVKhXkADBuNwxyg7A5ZA.jpg?width=1200&height=630
