Company_Name,Description,Website,Logo_URL
NexHealth,Real-time patient booking platform.,https://startups.gallery/companies/nexhealth,https://framerusercontent.com/images/X5GDgRKLOwmnlwsaasKf4dw0cM.png?width=1282&height=640
Colossal,The de-extinction company.,https://startups.gallery/companies/colossal,https://framerusercontent.com/images/PVlmXJ3d0uI86sOlU3JafA0qkE.jpeg?width=1500&height=500
Figure,AI-powered humanoid form robot.,https://startups.gallery/companies/figure,https://framerusercontent.com/images/R5majKvFqwHOKo3aE7ifeLAkA8.png?width=5760&height=3240
Meter,Internet infrastructure for the enterprise.,https://startups.gallery/companies/meter,https://framerusercontent.com/images/C6TubF3CHqw9hMYE6lVhLRy6FU.png?width=1200&height=630
Replit,Turn your ideas into apps.,https://startups.gallery/companies/replit,https://framerusercontent.com/images/UtQaMJrdoPBzA4bumovl95itXkQ.jpeg?width=1500&height=500
Cognition,The first software engineer.,https://startups.gallery/companies/cognition-ai,https://framerusercontent.com/images/pGb9U7W4j9ZWPJL4ThF0y2a6D4.jpg?width=1200&height=630
Mural,FigJam for enterprises.,https://startups.gallery/companies/mural,https://framerusercontent.com/images/K2CqxjdzQcZrUmzhjbMlssEwyyE.png?width=1600&height=896
Mirage,Short-form videos powered by AI.,https://startups.gallery/companies/mirage,https://framerusercontent.com/images/aP3AGavb4Cgyo9oCh8bXDuXmbc.png?width=1200&height=630
You,AI for productivity.,https://startups.gallery/companies/you,https://framerusercontent.com/images/1ivMRXNl8uVfiGUWJoskFqXoPI.gif?width=640&height=360
Watershed,The enterprise sustainability platform.,https://startups.gallery/companies/watershed,https://framerusercontent.com/images/di6P1QoCFxgz5kr8UGvxpqbXS84.jpeg?width=1600&height=800
TigerData,Creators of TimescaleDB.,https://startups.gallery/companies/timescale,https://framerusercontent.com/images/i5wxtunAxZ28l0FIAy530R5NY.png?width=3211&height=1686
Stride,Portable benefits for small business.,https://startups.gallery/companies/stride-health,https://framerusercontent.com/images/Z6pJvQAEOu8iY5COcP1Ya58FKwM.jpeg?width=1500&height=500
Tines,The workflow and AI orchestration platform.,https://startups.gallery/companies/tines,https://framerusercontent.com/images/ZzJvejdEREXgGnQ2kdmjujK940.jpeg?width=1500&height=500
Tailscale,Modern remote access based on identity.,https://startups.gallery/companies/tailscale,https://framerusercontent.com/images/LMUaIlSUWXVe1QFzCHzfapqsk.svg?width=452&height=234
Jeeves,Financial infrastructure for global companies.,https://startups.gallery/companies/jeeves,https://framerusercontent.com/images/Ul1SQ90UsJhRvSYgNcWZacRbm6U.png?width=1200&height=630
ElevenLabs,The most realistic voice AI platform.,https://startups.gallery/companies/elevenlabs,https://framerusercontent.com/images/nUiuPTXFFf3xnWKkw17rEBrQtg.jpeg?width=2880&height=1620
Viam,Unlock data & AI for the physical world.,https://startups.gallery/companies/viam,https://framerusercontent.com/images/DXnHTaFF12vwRKQDKC7X4NbOFQ.png?width=2500&height=1313
Fora,A modern travel agency.,https://startups.gallery/companies/fora,https://framerusercontent.com/images/s2umJ7MwxnKcTLatXVnmw2bHxME.jpg?width=1200&height=630
Clay,Go to market with unique data.,https://startups.gallery/companies/clay-hq,https://framerusercontent.com/images/ZkNS8HOYbjGgH9sVtEWKtIxpCU.jpg?width=1920&height=1008
Mollie,Add payments to your app or website.,https://startups.gallery/companies/mollie,https://framerusercontent.com/images/p3VzuCh02e2r5kVgw9hQsoexCtg.png?width=4800&height=2520
Hadrian,Autonomous factories.,https://startups.gallery/companies/hadrian,https://framerusercontent.com/images/o7AqkktXMeRcpgsJK7dZ4EIvHHA.png?width=1200&height=630
Hex,Go deeper than dashboards.,https://startups.gallery/companies/hex,https://framerusercontent.com/images/mXjBOi2HPpIvAlYR7X1AQKVEk.jpeg?width=2400&height=1200
Engine,Modern travel management platform.,https://startups.gallery/companies/engine,https://framerusercontent.com/images/0z9QqB9SB3MvY4VQCpV3vbqBU.png?width=1200&height=707
Olipop,"Healthier, prebiotic soda.",https://startups.gallery/companies/olipop,https://framerusercontent.com/images/WdodchVakK2WAJ8lP2AcWFrC4g8.webp?width=2400&height=1256
Airalo,eSIM store for travelers.,https://startups.gallery/companies/airalo,https://framerusercontent.com/images/yc6HYS8dNeSCvQIQQVdtH9BDIV8.jpeg?width=1913&height=975
Varda,Making medicines in space.,https://startups.gallery/companies/varda-space-industries,https://framerusercontent.com/images/Ou78GsVp9ompYGql2MPyIBx8.png?width=1200&height=630
Laurel,AI that tracks time for you.,https://startups.gallery/companies/laurel,https://framerusercontent.com/images/I95cczZODNUunzX9ZZTECADuoI.jpeg?width=1500&height=500
Finix,Payments infrastructure platform.,https://startups.gallery/companies/finix,https://framerusercontent.com/images/EuOR61YyBX0C695AupDDtIETAWA.png?width=1200&height=600
AssemblyAI,AI models to transcribe and understand speech.,https://startups.gallery/companies/assemblyai,https://framerusercontent.com/images/hCb2z5EOrusab8yf4JsZZSN7WoU.png?width=1800&height=1013
Retool,"Build internal software better, with AI.",https://startups.gallery/companies/retool,https://framerusercontent.com/images/tjYDzcn0EHJ5SPZk9lh4SS8Q.png?width=1200&height=630
Render,Cloud application hosting for developers.,https://startups.gallery/companies/render,https://framerusercontent.com/images/TGGaAzC3NNqpUT6d4EV3IPh9U.webp?width=1600&height=900
Parafin,Embedded finance infrastructure for SMBs.,https://startups.gallery/companies/parafin,https://framerusercontent.com/images/l8hojdUmvtMSn1wHJ1O0mlsc3tc.webp?width=800&height=449
Temporal,Build invincible apps.,https://startups.gallery/companies/temporal,https://framerusercontent.com/images/cmxKDRLIDtHyljnSNcwSkhPi9JE.png?width=1200&height=628
Mercury,Online busines banking for startups.,https://startups.gallery/companies/mercury,https://framerusercontent.com/images/IOseIpxJf3ZcWJbpH8gzi2p0U.jpeg?width=1200&height=630
Phantom,Crypto and NFT wallet.,https://startups.gallery/companies/phantom,https://framerusercontent.com/images/W1qjpThAXZmPkEgzEdumhpc91A.jpg?width=1200&height=630
Ada,The AI customer service company.,https://startups.gallery/companies/ada,https://framerusercontent.com/images/MhTc8KGQCbWUAeIZ4mgXq2qg.png?width=1200&height=630
Funnel,Marketing intelligence platform.,https://startups.gallery/companies/funnel,https://framerusercontent.com/images/0BQ9QuznTTwAWZY0K5UGJkoul5M.webp?width=1920&height=1080
PolyAI,AI-powered voice assistants.,https://startups.gallery/companies/polyai,https://framerusercontent.com/images/8Yh0OLiBkzISlKQBcNp68E5gl7c.webp?width=1200&height=800
Riverside,Audio-video recording platform with studio-quality.,https://startups.gallery/companies/riverside,https://framerusercontent.com/images/kMBv4jXOYXOzP9uEt3Sn4Spnmk.png?width=1920&height=1080
Writer,Generative AI for content teams.,https://startups.gallery/companies/writer,https://framerusercontent.com/images/ORRPuFnGd7XeI7VMtJSAopU7t4.webp?width=1932&height=1130
Candid Health,"Easy, automated medical billing.",https://startups.gallery/companies/candid-health,https://framerusercontent.com/images/koBCU6n2xTsOYqI5hzCytFxIYI.webp?width=2400&height=1254
Metronome,The usage-based billing platform.,https://startups.gallery/companies/metronome,https://framerusercontent.com/images/lUWyCLcTs3HsAU4v7M8LkXnp3Uo.webp?width=2400&height=1260
Bird,Cloud communications platform.,https://startups.gallery/companies/bird,https://framerusercontent.com/images/h9AlPKAqgpAwgQegCd6WRwlR9s.png?width=1202&height=633
PlanetScale,MySQL-compatible database platform.,https://startups.gallery/companies/planetscale,https://framerusercontent.com/images/dpzT2bxMW6FgRhH0rvwurb7sI.jpg?width=1200&height=630
Arize,AI observability & LLM evaluation.,https://startups.gallery/companies/arize,https://framerusercontent.com/images/xtgghRa82XuqswvTfwGs5pwCAhs.jpg?width=1200&height=627
Descript,All-in-one video & podcast editing.,https://startups.gallery/companies/descript,https://framerusercontent.com/images/8HTqsFDPrlgvbqqx993uJrzdukg.png?width=1200&height=630
Digits,Automating accounting for startups.,https://startups.gallery/companies/digits,https://framerusercontent.com/images/4cgWeonlcS1rwGTBtAi057cuZxw.webp?width=1200&height=630
justt,AI-powered chargeback automation platform.,https://startups.gallery/companies/justt,https://framerusercontent.com/images/DgWCmzAPYlQ1SXzMPbIDNhUhie0.png?width=1200&height=628
Speak,AI-powered language tutor.,https://startups.gallery/companies/speak,https://framerusercontent.com/images/WhWTwTiTKwNCB374AwWXyNJ57gM.webp?width=1200&height=630
1Password,Password management platform.,https://startups.gallery/companies/1password,https://framerusercontent.com/images/2UOmhhdcQ5oEDJdbxhfv573Ek8.png?width=1200&height=627
Guru,"AI-powered enterprise search, intranet, and wiki.",https://startups.gallery/companies/guru,https://framerusercontent.com/images/wZuX8jjGYaL0aGdqYc7WLY0hI.webp?width=2400&height=1261
Miro,Visual collaboration platform.,https://startups.gallery/companies/miro,https://framerusercontent.com/images/sDL4O18OTUBEUp0tWVdWh5SVY.png?width=1200&height=630
Mixpanel,Product analytics for software teams.,https://startups.gallery/companies/mixpanel,https://framerusercontent.com/images/rmwt1S68ystbPA5014hueO69g.png?width=1200&height=628
Remote,Global HR and employment tools for distributed teams.,https://startups.gallery/companies/remote,https://framerusercontent.com/images/385gh6Fd3mbRhXY7vADWWglMp0g.png?width=1200&height=630
